Period,Region,Dealer,Model,Variant,Factory,Forecast Units,Actual Units,Order Bank Units,Production Capacity Units,Available Slots,Finished Goods Units,Inventory Days,Forecast Version
2025-12,SA,Southern Fleet,Model J,J-PRO,Plant 1,71,71,30,520,60,28,28,FY26-Q1-DEMO
2025-12,SA,Southern Fleet,Model K,K-STD,Plant 3,72,72,30,480,60,53,38,FY26-Q1-DEMO
2025-12,SA,Southern Fleet,Model K,K-LITE,Plant 3,72,72,30,480,60,58,42,FY26-Q1-DEMO
2025-12,SA,Southern Fleet,Model L,L-STD,Plant 1,73,57,25,520,60,52,39,FY26-Q1-DEMO
2025-12,SA,Southern Fleet,Model L,L-MAX,Plant 1,73,57,25,520,60,27,34,FY26-Q1-DEMO
2025-12,SA,Adelaide Channel,Model H,H-STD,Plant 2,69,72,30,420,20,44,35,FY26-Q1-DEMO
2025-12,SA,Adelaide Channel,Model H,H-XL,Plant 2,69,56,25,420,20,130,70,FY26-Q1-DEMO
2025-12,SA,Adelaide Channel,Model J,J-STD,Plant 1,71,71,30,520,60,42,37,FY26-Q1-DEMO
2025-12,SA,Adelaide Channel,Model J,J-PRO,Plant 1,71,71,30,520,60,56,28,FY26-Q1-DEMO
2025-12,SA,Adelaide Channel,Model K,K-STD,Plant 3,72,72,30,480,60,41,38,FY26-Q1-DEMO
2025-12,SA,Adelaide Channel,Model K,K-LITE,Plant 3,72,72,30,480,60,50,42,FY26-Q1-DEMO
2025-12,SA,Adelaide Channel,Model L,L-STD,Plant 1,73,57,25,520,60,40,39,FY26-Q1-DEMO
2025-12,SA,Adelaide Channel,Model L,L-MAX,Plant 1,73,57,25,520,60,55,34,FY26-Q1-DEMO
2026-01,QLD,Northside Motors,Model H,H-STD,Plant 2,58,77,32,420,16,56,35,FY26-Q1-DEMO
2026-01,QLD,Northside Motors,Model H,H-XL,Plant 2,58,60,26,420,16,138,73,FY26-Q1-DEMO
2026-01,QLD,Northside Motors,Model J,J-STD,Plant 1,56,56,25,520,59,58,37,FY26-Q1-DEMO
2026-01,QLD,Northside Motors,Model J,J-PRO,Plant 1,56,56,25,520,59,44,28,FY26-Q1-DEMO
2026-01,QLD,Northside Motors,Model K,K-STD,Plant 3,55,55,24,480,59,59,38,FY26-Q1-DEMO
2026-01,QLD,Northside Motors,Model K,K-LITE,Plant 3,55,55,24,480,59,58,42,FY26-Q1-DEMO
2026-01,QLD,Northside Motors,Model L,L-STD,Plant 1,54,54,24,520,59,20,39,FY26-Q1-DEMO
2026-01,QLD,Northside Motors,Model L,L-MAX,Plant 1,54,54,24,520,59,45,34,FY26-Q1-DEMO
2026-01,QLD,Coastal Equipment,Model H,H-STD,Plant 2,58,77,32,420,16,35,35,FY26-Q1-DEMO
2026-01,QLD,Coastal Equipment,Model H,H-XL,Plant 2,58,60,26,420,16,138,73,FY26-Q1-DEMO
2026-01,QLD,Coastal Equipment,Model J,J-STD,Plant 1,56,56,25,520,59,37,37,FY26-Q1-DEMO
2026-01,QLD,Coastal Equipment,Model J,J-PRO,Plant 1,56,56,25,520,59,23,28,FY26-Q1-DEMO
2026-01,QLD,Coastal Equipment,Model K,K-STD,Plant 3,55,55,24,480,59,38,38,FY26-Q1-DEMO
2026-01,QLD,Coastal Equipment,Model K,K-LITE,Plant 3,55,55,24,480,59,27,42,FY26-Q1-DEMO
2026-01,QLD,Coastal Equipment,Model L,L-STD,Plant 1,54,54,24,520,59,39,39,FY26-Q1-DEMO
2026-01,QLD,Coastal Equipment,Model L,L-MAX,Plant 1,54,54,24,520,59,24,34,FY26-Q1-DEMO
2026-01,NSW,Harbour Dealership,Model H,H-STD,Plant 2,61,77,32,420,16,24,35,FY26-Q1-DEMO
2026-01,NSW,Harbour Dealership,Model H,H-XL,Plant 2,61,60,26,420,16,138,73,FY26-Q1-DEMO
2026-01,NSW,Harbour Dealership,Model J,J-STD,Plant 1,63,63,27,520,59,22,37,FY26-Q1-DEMO
2026-01,NSW,Harbour Dealership,Model J,J-PRO,Plant 1,63,63,27,520,59,36,28,FY26-Q1-DEMO
2026-01,NSW,Harbour Dealership,Model K,K-STD,Plant 3,64,64,27,480,59,21,38,FY26-Q1-DEMO
2026-01,NSW,Harbour Dealership,Model K,K-LITE,Plant 3,64,64,27,480,59,58,42,FY26-Q1-DEMO
2026-01,NSW,Harbour Dealership,Model L,L-STD,Plant 1,65,65,28,520,59,20,39,FY26-Q1-DEMO
2026-01,NSW,Harbour Dealership,Model L,L-MAX,Plant 1,65,65,28,520,59,35,34,FY26-Q1-DEMO
2026-01,NSW,Western Plains,Model H,H-STD,Plant 2,61,77,32,420,16,27,35,FY26-Q1-DEMO
2026-01,NSW,Western Plains,Model H,H-XL,Plant 2,61,60,26,420,16,138,73,FY26-Q1-DEMO
2026-01,NSW,Western Plains,Model J,J-STD,Plant 1,63,63,27,520,59,29,37,FY26-Q1-DEMO
2026-01,NSW,Western Plains,Model J,J-PRO,Plant 1,63,63,27,520,59,55,28,FY26-Q1-DEMO
2026-01,NSW,Western Plains,Model K,K-STD,Plant 3,64,64,27,480,59,30,38,FY26-Q1-DEMO
2026-01,NSW,Western Plains,Model K,K-LITE,Plant 3,64,64,27,480,59,59,42,FY26-Q1-DEMO
2026-01,NSW,Western Plains,Model L,L-STD,Plant 1,65,65,28,520,59,31,39,FY26-Q1-DEMO
2026-01,NSW,Western Plains,Model L,L-MAX,Plant 1,65,65,28,520,59,56,34,FY26-Q1-DEMO
2026-01,VIC,Metro Industrial,Model H,H-STD,Plant 2,65,68,29,420,16,34,35,FY26-Q1-DEMO
2026-01,VIC,Metro Industrial,Model H,H-XL,Plant 2,65,53,24,420,16,138,73,FY26-Q1-DEMO
2026-01,VIC,Metro Industrial,Model J,J-STD,Plant 1,67,67,28,520,59,36,37,FY26-Q1-DEMO
2026-01,VIC,Metro Industrial,Model J,J-PRO,Plant 1,67,67,28,520,59,22,28,FY26-Q1-DEMO
2026-01,VIC,Metro Industrial,Model K,K-STD,Plant 3,68,64,27,480,59,37,38,FY26-Q1-DEMO
2026-01,VIC,Metro Industrial,Model K,K-LITE,Plant 3,68,64,27,480,59,36,42,FY26-Q1-DEMO
2026-01,VIC,Metro Industrial,Model L,L-STD,Plant 1,69,69,29,520,59,38,39,FY26-Q1-DEMO
2026-01,VIC,Metro Industrial,Model L,L-MAX,Plant 1,69,69,29,520,59,23,34,FY26-Q1-DEMO
2026-01,VIC,Gippsland Trade,Model H,H-STD,Plant 2,65,68,29,420,16,38,35,FY26-Q1-DEMO
2026-01,VIC,Gippsland Trade,Model H,H-XL,Plant 2,65,53,24,420,16,138,73,FY26-Q1-DEMO
2026-01,VIC,Gippsland Trade,Model J,J-STD,Plant 1,67,67,28,520,59,36,37,FY26-Q1-DEMO
2026-01,VIC,Gippsland Trade,Model J,J-PRO,Plant 1,67,67,28,520,59,50,28,FY26-Q1-DEMO
2026-01,VIC,Gippsland Trade,Model K,K-STD,Plant 3,68,64,27,480,59,35,38,FY26-Q1-DEMO
2026-01,VIC,Gippsland Trade,Model K,K-LITE,Plant 3,68,64,27,480,59,44,42,FY26-Q1-DEMO
2026-01,VIC,Gippsland Trade,Model L,L-STD,Plant 1,69,69,29,520,59,34,39,FY26-Q1-DEMO
2026-01,VIC,Gippsland Trade,Model L,L-MAX,Plant 1,69,69,29,520,59,49,34,FY26-Q1-DEMO
2026-01,WA,West Coast Machinery,Model H,H-STD,Plant 2,61,64,27,420,16,23,35,FY26-Q1-DEMO
2026-01,WA,West Coast Machinery,Model H,H-XL,Plant 2,61,50,23,420,16,138,73,FY26-Q1-DEMO
2026-01,WA,West Coast Machinery,Model J,J-STD,Plant 1,63,48,22,520,59,25,37,FY26-Q1-DEMO
2026-01,WA,West Coast Machinery,Model J,J-PRO,Plant 1,63,48,22,520,59,51,28,FY26-Q1-DEMO
2026-01,WA,West Coast Machinery,Model K,K-STD,Plant 3,64,64,27,480,59,26,38,FY26-Q1-DEMO
2026-01,WA,West Coast Machinery,Model K,K-LITE,Plant 3,64,64,27,480,59,47,42,FY26-Q1-DEMO
2026-01,WA,West Coast Machinery,Model L,L-STD,Plant 1,65,65,28,520,59,27,39,FY26-Q1-DEMO
2026-01,WA,West Coast Machinery,Model L,L-MAX,Plant 1,65,65,28,520,59,52,34,FY26-Q1-DEMO
2026-01,WA,Pilbara Supply,Model H,H-STD,Plant 2,61,64,27,420,16,44,35,FY26-Q1-DEMO
2026-01,WA,Pilbara Supply,Model H,H-XL,Plant 2,61,50,23,420,16,138,73,FY26-Q1-DEMO
2026-01,WA,Pilbara Supply,Model J,J-STD,Plant 1,63,48,22,520,59,42,37,FY26-Q1-DEMO
2026-01,WA,Pilbara Supply,Model J,J-PRO,Plant 1,63,48,22,520,59,56,28,FY26-Q1-DEMO
2026-01,WA,Pilbara Supply,Model K,K-STD,Plant 3,64,64,27,480,59,41,38,FY26-Q1-DEMO
2026-01,WA,Pilbara Supply,Model K,K-LITE,Plant 3,64,64,27,480,59,58,42,FY26-Q1-DEMO
2026-01,WA,Pilbara Supply,Model L,L-STD,Plant 1,65,65,28,520,59,40,39,FY26-Q1-DEMO
2026-01,WA,Pilbara Supply,Model L,L-MAX,Plant 1,65,65,28,520,59,55,34,FY26-Q1-DEMO
2026-01,SA,Southern Fleet,Model H,H-STD,Plant 2,71,75,31,420,16,56,35,FY26-Q1-DEMO
2026-01,SA,Southern Fleet,Model H,H-XL,Plant 2,71,59,26,420,16,138,73,FY26-Q1-DEMO
2026-01,SA,Southern Fleet,Model J,J-STD,Plant 1,73,73,31,520,59,54,37,FY26-Q1-DEMO
2026-01,SA,Southern Fleet,Model J,J-PRO,Plant 1,73,73,31,520,59,28,28,FY26-Q1-DEMO
2026-01,SA,Southern Fleet,Model K,K-STD,Plant 3,74,74,31,480,59,53,38,FY26-Q1-DEMO
2026-01,SA,Southern Fleet,Model K,K-LITE,Plant 3,74,74,31,480,59,58,42,FY26-Q1-DEMO
2026-01,SA,Southern Fleet,Model L,L-STD,Plant 1,75,56,25,520,59,52,39,FY26-Q1-DEMO
2026-01,SA,Southern Fleet,Model L,L-MAX,Plant 1,75,56,25,520,59,27,34,FY26-Q1-DEMO
2026-01,SA,Adelaide Channel,Model H,H-STD,Plant 2,71,75,31,420,16,44,35,FY26-Q1-DEMO
2026-01,SA,Adelaide Channel,Model H,H-XL,Plant 2,71,59,26,420,16,138,73,FY26-Q1-DEMO
2026-01,SA,Adelaide Channel,Model J,J-STD,Plant 1,73,73,31,520,59,42,37,FY26-Q1-DEMO
2026-01,SA,Adelaide Channel,Model J,J-PRO,Plant 1,73,73,31,520,59,56,28,FY26-Q1-DEMO
2026-01,SA,Adelaide Channel,Model K,K-STD,Plant 3,74,74,31,480,59,41,38,FY26-Q1-DEMO
2026-01,SA,Adelaide Channel,Model K,K-LITE,Plant 3,74,74,31,480,59,50,42,FY26-Q1-DEMO
2026-01,SA,Adelaide Channel,Model L,L-STD,Plant 1,75,56,25,520,59,40,39,FY26-Q1-DEMO
2026-01,SA,Adelaide Channel,Model L,L-MAX,Plant 1,75,56,25,520,59,55,34,FY26-Q1-DEMO
2026-02,QLD,Northside Motors,Model H,H-STD,Plant 2,60,81,33,420,12,56,35,FY26-Q1-DEMO
2026-02,QLD,Northside Motors,Model H,H-XL,Plant 2,60,63,27,420,12,146,76,FY26-Q1-DEMO
2026-02,QLD,Northside Motors,Model J,J-STD,Plant 1,58,58,25,520,58,58,37,FY26-Q1-DEMO
2026-02,QLD,Northside Motors,Model J,J-PRO,Plant 1,58,58,25,520,58,44,28,FY26-Q1-DEMO
2026-02,QLD,Northside Motors,Model K,K-STD,Plant 3,57,57,25,480,58,59,38,FY26-Q1-DEMO
2026-02,QLD,Northside Motors,Model K,K-LITE,Plant 3,57,57,25,480,58,58,42,FY26-Q1-DEMO
2026-02,QLD,Northside Motors,Model L,L-STD,Plant 1,56,56,25,520,58,20,39,FY26-Q1-DEMO
2026-02,QLD,Northside Motors,Model L,L-MAX,Plant 1,56,56,25,520,58,45,34,FY26-Q1-DEMO
2026-02,QLD,Coastal Equipment,Model H,H-STD,Plant 2,60,81,33,420,12,35,35,FY26-Q1-DEMO
2026-02,QLD,Coastal Equipment,Model H,H-XL,Plant 2,60,63,27,420,12,146,76,FY26-Q1-DEMO
2026-02,QLD,Coastal Equipment,Model J,J-STD,Plant 1,58,58,25,520,58,37,37,FY26-Q1-DEMO
2026-02,QLD,Coastal Equipment,Model J,J-PRO,Plant 1,58,58,25,520,58,23,28,FY26-Q1-DEMO
2026-02,QLD,Coastal Equipment,Model K,K-STD,Plant 3,57,57,25,480,58,38,38,FY26-Q1-DEMO
2026-02,QLD,Coastal Equipment,Model K,K-LITE,Plant 3,57,57,25,480,58,27,42,FY26-Q1-DEMO
2026-02,QLD,Coastal Equipment,Model L,L-STD,Plant 1,56,56,25,520,58,39,39,FY26-Q1-DEMO
2026-02,QLD,Coastal Equipment,Model L,L-MAX,Plant 1,56,56,25,520,58,24,34,FY26-Q1-DEMO
2026-02,NSW,Harbour Dealership,Model H,H-STD,Plant 2,63,81,33,420,12,24,35,FY26-Q1-DEMO
2026-02,NSW,Harbour Dealership,Model H,H-XL,Plant 2,63,63,27,420,12,146,76,FY26-Q1-DEMO
2026-02,NSW,Harbour Dealership,Model J,J-STD,Plant 1,65,65,28,520,58,22,37,FY26-Q1-DEMO
2026-02,NSW,Harbour Dealership,Model J,J-PRO,Plant 1,65,65,28,520,58,36,28,FY26-Q1-DEMO
2026-02,NSW,Harbour Dealership,Model K,K-STD,Plant 3,66,66,28,480,58,21,38,FY26-Q1-DEMO
2026-02,NSW,Harbour Dealership,Model K,K-LITE,Plant 3,66,66,28,480,58,58,42,FY26-Q1-DEMO
2026-02,NSW,Harbour Dealership,Model L,L-STD,Plant 1,67,67,28,520,58,20,39,FY26-Q1-DEMO
2026-02,NSW,Harbour Dealership,Model L,L-MAX,Plant 1,67,67,28,520,58,35,34,FY26-Q1-DEMO
2026-02,NSW,Western Plains,Model H,H-STD,Plant 2,63,81,33,420,12,27,35,FY26-Q1-DEMO
2026-02,NSW,Western Plains,Model H,H-XL,Plant 2,63,63,27,420,12,146,76,FY26-Q1-DEMO
2026-02,NSW,Western Plains,Model J,J-STD,Plant 1,65,65,28,520,58,29,37,FY26-Q1-DEMO
2026-02,NSW,Western Plains,Model J,J-PRO,Plant 1,65,65,28,520,58,55,28,FY26-Q1-DEMO
2026-02,NSW,Western Plains,Model K,K-STD,Plant 3,66,66,28,480,58,30,38,FY26-Q1-DEMO
2026-02,NSW,Western Plains,Model K,K-LITE,Plant 3,66,66,28,480,58,59,42,FY26-Q1-DEMO
2026-02,NSW,Western Plains,Model L,L-STD,Plant 1,67,67,28,520,58,31,39,FY26-Q1-DEMO
2026-02,NSW,Western Plains,Model L,L-MAX,Plant 1,67,67,28,520,58,56,34,FY26-Q1-DEMO
2026-02,VIC,Metro Industrial,Model H,H-STD,Plant 2,67,70,30,420,12,34,35,FY26-Q1-DEMO
2026-02,VIC,Metro Industrial,Model H,H-XL,Plant 2,67,55,24,420,12,146,76,FY26-Q1-DEMO
2026-02,VIC,Metro Industrial,Model J,J-STD,Plant 1,69,69,29,520,58,36,37,FY26-Q1-DEMO
2026-02,VIC,Metro Industrial,Model J,J-PRO,Plant 1,69,69,29,520,58,22,28,FY26-Q1-DEMO
2026-02,VIC,Metro Industrial,Model K,K-STD,Plant 3,70,66,28,480,58,37,38,FY26-Q1-DEMO
2026-02,VIC,Metro Industrial,Model K,K-LITE,Plant 3,70,66,28,480,58,36,42,FY26-Q1-DEMO
2026-02,VIC,Metro Industrial,Model L,L-STD,Plant 1,71,71,30,520,58,38,39,FY26-Q1-DEMO
2026-02,VIC,Metro Industrial,Model L,L-MAX,Plant 1,71,71,30,520,58,23,34,FY26-Q1-DEMO
2026-02,VIC,Gippsland Trade,Model H,H-STD,Plant 2,67,70,30,420,12,38,35,FY26-Q1-DEMO
2026-02,VIC,Gippsland Trade,Model H,H-XL,Plant 2,67,55,24,420,12,146,76,FY26-Q1-DEMO
2026-02,VIC,Gippsland Trade,Model J,J-STD,Plant 1,69,69,29,520,58,36,37,FY26-Q1-DEMO
2026-02,VIC,Gippsland Trade,Model J,J-PRO,Plant 1,69,69,29,520,58,50,28,FY26-Q1-DEMO
2026-02,VIC,Gippsland Trade,Model K,K-STD,Plant 3,70,66,28,480,58,35,38,FY26-Q1-DEMO
2026-02,VIC,Gippsland Trade,Model K,K-LITE,Plant 3,70,66,28,480,58,44,42,FY26-Q1-DEMO
2026-02,VIC,Gippsland Trade,Model L,L-STD,Plant 1,71,71,30,520,58,34,39,FY26-Q1-DEMO
2026-02,VIC,Gippsland Trade,Model L,L-MAX,Plant 1,71,71,30,520,58,49,34,FY26-Q1-DEMO
2026-02,WA,West Coast Machinery,Model H,H-STD,Plant 2,63,66,28,420,12,23,35,FY26-Q1-DEMO
2026-02,WA,West Coast Machinery,Model H,H-XL,Plant 2,63,51,23,420,12,146,76,FY26-Q1-DEMO
2026-02,WA,West Coast Machinery,Model J,J-STD,Plant 1,65,49,22,520,58,25,37,FY26-Q1-DEMO
2026-02,WA,West Coast Machinery,Model J,J-PRO,Plant 1,65,49,22,520,58,51,28,FY26-Q1-DEMO
2026-02,WA,West Coast Machinery,Model K,K-STD,Plant 3,66,66,28,480,58,26,38,FY26-Q1-DEMO
2026-02,WA,West Coast Machinery,Model K,K-LITE,Plant 3,66,66,28,480,58,47,42,FY26-Q1-DEMO
2026-02,WA,West Coast Machinery,Model L,L-STD,Plant 1,67,67,28,520,58,27,39,FY26-Q1-DEMO
2026-02,WA,West Coast Machinery,Model L,L-MAX,Plant 1,67,67,28,520,58,52,34,FY26-Q1-DEMO
2026-02,WA,Pilbara Supply,Model H,H-STD,Plant 2,63,66,28,420,12,44,35,FY26-Q1-DEMO
2026-02,WA,Pilbara Supply,Model H,H-XL,Plant 2,63,51,23,420,12,146,76,FY26-Q1-DEMO
2026-02,WA,Pilbara Supply,Model J,J-STD,Plant 1,65,49,22,520,58,42,37,FY26-Q1-DEMO
2026-02,WA,Pilbara Supply,Model J,J-PRO,Plant 1,65,49,22,520,58,56,28,FY26-Q1-DEMO
2026-02,WA,Pilbara Supply,Model K,K-STD,Plant 3,66,66,28,480,58,41,38,FY26-Q1-DEMO
2026-02,WA,Pilbara Supply,Model K,K-LITE,Plant 3,66,66,28,480,58,58,42,FY26-Q1-DEMO
2026-02,WA,Pilbara Supply,Model L,L-STD,Plant 1,67,67,28,520,58,40,39,FY26-Q1-DEMO
2026-02,WA,Pilbara Supply,Model L,L-MAX,Plant 1,67,67,28,520,58,55,34,FY26-Q1-DEMO
2026-02,SA,Southern Fleet,Model H,H-STD,Plant 2,73,77,32,420,12,56,35,FY26-Q1-DEMO
2026-02,SA,Southern Fleet,Model H,H-XL,Plant 2,73,60,26,420,12,146,76,FY26-Q1-DEMO
2026-02,SA,Southern Fleet,Model J,J-STD,Plant 1,75,75,31,520,58,54,37,FY26-Q1-DEMO
2026-02,SA,Southern Fleet,Model J,J-PRO,Plant 1,75,75,31,520,58,28,28,FY26-Q1-DEMO
2026-02,SA,Southern Fleet,Model K,K-STD,Plant 3,76,76,32,480,58,53,38,FY26-Q1-DEMO
2026-02,SA,Southern Fleet,Model K,K-LITE,Plant 3,76,76,32,480,58,58,42,FY26-Q1-DEMO
2026-02,SA,Southern Fleet,Model L,L-STD,Plant 1,77,56,25,520,58,52,39,FY26-Q1-DEMO
2026-02,SA,Southern Fleet,Model L,L-MAX,Plant 1,77,56,25,520,58,27,34,FY26-Q1-DEMO
2026-02,SA,Adelaide Channel,Model H,H-STD,Plant 2,73,77,32,420,12,44,35,FY26-Q1-DEMO
2026-02,SA,Adelaide Channel,Model H,H-XL,Plant 2,73,60,26,420,12,146,76,FY26-Q1-DEMO
2026-02,SA,Adelaide Channel,Model J,J-STD,Plant 1,75,75,31,520,58,42,37,FY26-Q1-DEMO
2026-02,SA,Adelaide Channel,Model J,J-PRO,Plant 1,75,75,31,520,58,56,28,FY26-Q1-DEMO
2026-02,SA,Adelaide Channel,Model K,K-STD,Plant 3,76,76,32,480,58,41,38,FY26-Q1-DEMO
2026-02,SA,Adelaide Channel,Model K,K-LITE,Plant 3,76,76,32,480,58,50,42,FY26-Q1-DEMO
2026-02,SA,Adelaide Channel,Model L,L-STD,Plant 1,77,56,25,520,58,40,39,FY26-Q1-DEMO
2026-02,SA,Adelaide Channel,Model L,L-MAX,Plant 1,77,56,25,520,58,55,34,FY26-Q1-DEMO
2026-03,QLD,Northside Motors,Model H,H-STD,Plant 2,62,85,35,420,8,56,35,FY26-Q1-DEMO
2026-03,QLD,Northside Motors,Model H,H-XL,Plant 2,62,66,28,420,8,154,79,FY26-Q1-DEMO
2026-03,QLD,Northside Motors,Model J,J-STD,Plant 1,60,60,26,520,57,58,37,FY26-Q1-DEMO
2026-03,QLD,Northside Motors,Model J,J-PRO,Plant 1,60,60,26,520,57,44,28,FY26-Q1-DEMO
2026-03,QLD,Northside Motors,Model K,K-STD,Plant 3,59,59,26,480,57,59,38,FY26-Q1-DEMO
2026-03,QLD,Northside Motors,Model K,K-LITE,Plant 3,59,59,26,480,57,58,42,FY26-Q1-DEMO
2026-03,QLD,Northside Motors,Model L,L-STD,Plant 1,58,58,25,520,57,20,39,FY26-Q1-DEMO
2026-03,QLD,Northside Motors,Model L,L-MAX,Plant 1,58,58,25,520,57,45,34,FY26-Q1-DEMO
2026-03,QLD,Coastal Equipment,Model H,H-STD,Plant 2,62,85,35,420,8,35,35,FY26-Q1-DEMO
2026-03,QLD,Coastal Equipment,Model H,H-XL,Plant 2,62,66,28,420,8,154,79,FY26-Q1-DEMO
2026-03,QLD,Coastal Equipment,Model J,J-STD,Plant 1,60,60,26,520,57,37,37,FY26-Q1-DEMO
2026-03,QLD,Coastal Equipment,Model J,J-PRO,Plant 1,60,60,26,520,57,23,28,FY26-Q1-DEMO
2026-03,QLD,Coastal Equipment,Model K,K-STD,Plant 3,59,59,26,480,57,38,38,FY26-Q1-DEMO
2026-03,QLD,Coastal Equipment,Model K,K-LITE,Plant 3,59,59,26,480,57,27,42,FY26-Q1-DEMO
2026-03,QLD,Coastal Equipment,Model L,L-STD,Plant 1,58,58,25,520,57,39,39,FY26-Q1-DEMO
2026-03,QLD,Coastal Equipment,Model L,L-MAX,Plant 1,58,58,25,520,57,24,34,FY26-Q1-DEMO
2026-03,NSW,Harbour Dealership,Model H,H-STD,Plant 2,65,85,35,420,8,24,35,FY26-Q1-DEMO
2026-03,NSW,Harbour Dealership,Model H,H-XL,Plant 2,65,66,28,420,8,154,79,FY26-Q1-DEMO
2026-03,NSW,Harbour Dealership,Model J,J-STD,Plant 1,67,67,28,520,57,22,37,FY26-Q1-DEMO
2026-03,NSW,Harbour Dealership,Model J,J-PRO,Plant 1,67,67,28,520,57,36,28,FY26-Q1-DEMO
2026-03,NSW,Harbour Dealership,Model K,K-STD,Plant 3,68,68,29,480,57,21,38,FY26-Q1-DEMO
2026-03,NSW,Harbour Dealership,Model K,K-LITE,Plant 3,68,68,29,480,57,58,42,FY26-Q1-DEMO
2026-03,NSW,Harbour Dealership,Model L,L-STD,Plant 1,69,69,29,520,57,20,39,FY26-Q1-DEMO
2026-03,NSW,Harbour Dealership,Model L,L-MAX,Plant 1,69,69,29,520,57,35,34,FY26-Q1-DEMO
2026-03,NSW,Western Plains,Model H,H-STD,Plant 2,65,85,35,420,8,27,35,FY26-Q1-DEMO
2026-03,NSW,Western Plains,Model H,H-XL,Plant 2,65,66,28,420,8,154,79,FY26-Q1-DEMO
2026-03,NSW,Western Plains,Model J,J-STD,Plant 1,67,67,28,520,57,29,37,FY26-Q1-DEMO
2026-03,NSW,Western Plains,Model J,J-PRO,Plant 1,67,67,28,520,57,55,28,FY26-Q1-DEMO
2026-03,NSW,Western Plains,Model K,K-STD,Plant 3,68,68,29,480,57,30,38,FY26-Q1-DEMO
2026-03,NSW,Western Plains,Model K,K-LITE,Plant 3,68,68,29,480,57,59,42,FY26-Q1-DEMO
2026-03,NSW,Western Plains,Model L,L-STD,Plant 1,69,69,29,520,57,31,39,FY26-Q1-DEMO
2026-03,NSW,Western Plains,Model L,L-MAX,Plant 1,69,69,29,520,57,56,34,FY26-Q1-DEMO
2026-03,VIC,Metro Industrial,Model H,H-STD,Plant 2,69,72,30,420,8,34,35,FY26-Q1-DEMO
2026-03,VIC,Metro Industrial,Model H,H-XL,Plant 2,69,56,25,420,8,154,79,FY26-Q1-DEMO
2026-03,VIC,Metro Industrial,Model J,J-STD,Plant 1,71,71,30,520,57,36,37,FY26-Q1-DEMO
2026-03,VIC,Metro Industrial,Model J,J-PRO,Plant 1,71,71,30,520,57,22,28,FY26-Q1-DEMO
2026-03,VIC,Metro Industrial,Model K,K-STD,Plant 3,72,68,29,480,57,37,38,FY26-Q1-DEMO
2026-03,VIC,Metro Industrial,Model K,K-LITE,Plant 3,72,68,29,480,57,36,42,FY26-Q1-DEMO
2026-03,VIC,Metro Industrial,Model L,L-STD,Plant 1,73,73,31,520,57,38,39,FY26-Q1-DEMO
2026-03,VIC,Metro Industrial,Model L,L-MAX,Plant 1,73,73,31,520,57,23,34,FY26-Q1-DEMO
2026-03,VIC,Gippsland Trade,Model H,H-STD,Plant 2,69,72,30,420,8,38,35,FY26-Q1-DEMO
2026-03,VIC,Gippsland Trade,Model H,H-XL,Plant 2,69,56,25,420,8,154,79,FY26-Q1-DEMO
2026-03,VIC,Gippsland Trade,Model J,J-STD,Plant 1,71,71,30,520,57,36,37,FY26-Q1-DEMO
2026-03,VIC,Gippsland Trade,Model J,J-PRO,Plant 1,71,71,30,520,57,50,28,FY26-Q1-DEMO
2026-03,VIC,Gippsland Trade,Model K,K-STD,Plant 3,72,68,29,480,57,35,38,FY26-Q1-DEMO
2026-03,VIC,Gippsland Trade,Model K,K-LITE,Plant 3,72,68,29,480,57,44,42,FY26-Q1-DEMO
2026-03,VIC,Gippsland Trade,Model L,L-STD,Plant 1,73,73,31,520,57,34,39,FY26-Q1-DEMO
2026-03,VIC,Gippsland Trade,Model L,L-MAX,Plant 1,73,73,31,520,57,49,34,FY26-Q1-DEMO
2026-03,WA,West Coast Machinery,Model H,H-STD,Plant 2,65,68,29,420,8,23,35,FY26-Q1-DEMO
2026-03,WA,West Coast Machinery,Model H,H-XL,Plant 2,65,53,24,420,8,154,79,FY26-Q1-DEMO
2026-03,WA,West Coast Machinery,Model J,J-STD,Plant 1,67,50,23,520,57,25,37,FY26-Q1-DEMO
2026-03,WA,West Coast Machinery,Model J,J-PRO,Plant 1,67,50,23,520,57,51,28,FY26-Q1-DEMO
2026-03,WA,West Coast Machinery,Model K,K-STD,Plant 3,68,68,29,480,57,26,38,FY26-Q1-DEMO
2026-03,WA,West Coast Machinery,Model K,K-LITE,Plant 3,68,68,29,480,57,47,42,FY26-Q1-DEMO
2026-03,WA,West Coast Machinery,Model L,L-STD,Plant 1,69,69,29,520,57,27,39,FY26-Q1-DEMO
2026-03,WA,West Coast Machinery,Model L,L-MAX,Plant 1,69,69,29,520,57,52,34,FY26-Q1-DEMO
2026-03,WA,Pilbara Supply,Model H,H-STD,Plant 2,65,68,29,420,8,44,35,FY26-Q1-DEMO
2026-03,WA,Pilbara Supply,Model H,H-XL,Plant 2,65,53,24,420,8,154,79,FY26-Q1-DEMO
2026-03,WA,Pilbara Supply,Model J,J-STD,Plant 1,67,50,23,520,57,42,37,FY26-Q1-DEMO
2026-03,WA,Pilbara Supply,Model J,J-PRO,Plant 1,67,50,23,520,57,56,28,FY26-Q1-DEMO
2026-03,WA,Pilbara Supply,Model K,K-STD,Plant 3,68,68,29,480,57,41,38,FY26-Q1-DEMO
